,en,de,en_idiom,de_idiom,en_task,de_translation_t5,de_translation_t5_trained
957,With the exception of forwarding companies and payment institutions ( e.g .. Banks etc . ) involved we will not pass on personal data to third parties .,Mit Ausnahme beteiligter Versandunternehmen und Zahlungsunternehmen geben wir Ihre personenbezogenen Daten nicht an Dritte weiter .,to pass on,das zeitliche segnen,translate to german: With the exception of forwarding companies and payment institutions ( e.g .. Banks etc . ) involved we will not pass on personal data to third parties .,<pad> Mit Ausnahme von Speditionsgesellschaften und Zahlungsinstitutionen ( z.B. Banken etc.) werden wir personenbezogene Daten nicht an Dritte weitergeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Mit Ausnahme beteiligter Versandunternehmen und Zahlungsunternehmen geben wir Ihre personenbezogenen Daten nicht an Dritte weiter.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
958,"It is also a somewhat complicated and controversial piece of legislation in places , and therefore much credit should go to the rapporteur for achieving a valuably balanced report .","Es handelt sich außerdem um einen an einigen Stellen recht komplizierten und kontroversen Rechtsakt , und dass uns ein so ausgewogener Bericht vorliegt , ist in erster Linie das Verdienst der Berichterstatterin .",to go places,es zu etwas bringen,"translate to german: It is also a somewhat complicated and controversial piece of legislation in places , and therefore much credit should go to the rapporteur for achieving a valuably balanced report .","<pad> Es ist auch ein etwas kompliziertes und umstrittenes Gesetz, und deshalb sollte der Berichterstatter viel Anerkennung dafür zollen, dass er einen wertvoll ausgewogenen Bericht erzielt hat.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Es handelt sich außerdem um einen an einigen Stellen recht komplizierten und kontroversen Rechtsakt, und der Berichterstatter muß dafür einen ausgewogenen Bericht vorlegen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
959,"I know that many colleagues in the House were anxious that we should be able to debate this matter briefly today , at the beginning of the week .","Ich weiß , dass viele Kollegen im Parlament Wert darauf gelegt haben , dieses Thema heute , am Wochenanfang , kurz zu diskutieren .",to be in the know,im bild / bilde sein,"translate to german: I know that many colleagues in the House were anxious that we should be able to debate this matter briefly today , at the beginning of the week .","<pad> Ich weiß, dass viele Kolleginnen und Kollegen in diesem Haus besorgt waren, dass wir diese Angelegenheit heute, Anfang der Woche, kurz diskutieren können.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Ich weiß, dass viele Kollegen im Parlament Wert darauf gelegt haben, dieses Thema heute, am Wochenanfang, kurz zu diskutieren.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
960,"Concerning the Nabucco pipeline , I think the project should be quickly redesigned to take into consideration gas from various sources , and reconsider a shorter route which might lead from Georgia , Ukraine , under the Black Sea to Romania .","In Bezug auf die Nabucco-Pipeline denke ich , dass das Projekt schnell überarbeitet werden sollte , um Gas aus verschiedenen Quellen aufnehmen zu können , und dass eine kürzere Strecke , die von Georgien und der Ukraine unter dem Schwarzen Meer bis nach Rumänien führen könnte , in Erwägung gezogen werden sollte .",to be a gas,zum brüllen sein,"translate to german: Concerning the Nabucco pipeline , I think the project should be quickly redesigned to take into consideration gas from various sources , and reconsider a shorter route which might lead from Georgia , Ukraine , under the Black Sea to Romania .","<pad> Was die Nabucco-Pipeline betrifft, denke ich, dass das Projekt schnell umgestaltet werden sollte, um Gas aus verschiedenen Quellen zu berücksichtigen und eine kürzere Strecke zu überdenken, die von Georgien, der Ukraine, unter dem Schwarzen Meer nach Rumänien führen könnte.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Was die Nabucco-Pipeline betrifft, denke ich, dass das Projekt schnell überarbeitet werden sollte, um Gas aus verschiedenen Quellen aufnehmen zu können, und dass eine kürzere Strecke, die von Georgien und der Ukraine unter dem Schwarzen Meer bis nach Rumänien führen könnte, in Erwägung gezogen werden sollte.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
961,Where I part company with the rapporteur is in my belief that we will need European action to ensure that banks do not pass on to customers conversion costs in stage 3 of EMU .,"Allerdings weiche ich von der Meinung des Berichterstatters ab , indem ich der Ansicht bin , daß die Europäische Union durch das Ergreifen bestimmter Maßnahmen verhindern muß , daß die Banken die bei Umtauschoperationen anfallenden Kosten in Stufe 3 der WWU auf die Verbraucher umlegen .",to pass on,das zeitliche segnen,translate to german: Where I part company with the rapporteur is in my belief that we will need European action to ensure that banks do not pass on to customers conversion costs in stage 3 of EMU .,"<pad> Dort, wo ich mit dem Berichterstatter zusammenarbeite, bin ich der Meinung, dass wir europäische Maßnahmen brauchen, um sicherzustellen, dass Banken in der Stufe 3 der WWU die Umrechnungskosten nicht an Kunden weitergeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Wo ich als Berichterstatterin bin, glaube ich, dass die Europäische Union Maßnahmen ergreifen muss, um sicherzustellen, dass Banken die Kosten für Umtauschoperationen in Stufe 3 der WWU auf die Verbraucher umlegen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
962,"LaserSoft Imaging AG , after quite a delay , is forced to pass on a price increase from UPS ( introduced by UPS 5th of January 2009 ) to our customers .","LaserSoft Imaging sieht sich nach langem Zögern dazu gezwungen , die Preis-Erhöhung durch UPS vom 05 . Januar 2009 an seine Kunden weiterzugeben .",to pass on,das zeitliche segnen,"translate to german: LaserSoft Imaging AG , after quite a delay , is forced to pass on a price increase from UPS ( introduced by UPS 5th of January 2009 ) to our customers .","<pad> Die LaserSoft Imaging AG, nach ziemlicher Verzögerung, ist gezwungen, eine Preiserhöhung von UPS ( vom 5. Januar 2009 eingeführt) an unsere Kunden weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Die LaserSoft Imaging AG ist nach einer ziemlichen Verzögerung gezwungen, unseren Kunden eine Preiserhöhung durch UPS ( eingeführt vom UPS 5. Januar 2009 ) zu übermitteln.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
963,"One clear way to spot a fraudulent site is via a message at the bottom of the website , often in small lettering , similar to the following : This website has no affiliation whatsoever with the owner of this software program , and provides ONLY a link to the software program .","Eine Möglichkeit betrügerische Angebote zu erkennen , ist folgender Verweis am unteren Ende einer Website : Diese Website steht in keiner Verbindung mit dem Anbieter dieses Software-Programms . Sie stellt NUR eine Verbindung zum Software-Programm selbst zur Verfügung .",to clear the way,den weg frei machen,"translate to german: One clear way to spot a fraudulent site is via a message at the bottom of the website , often in small lettering , similar to the following : This website has no affiliation whatsoever with the owner of this software program , and provides ONLY a link to the software program .","<pad> Eine eindeutige Möglichkeit, eine betrügerische Website zu erkennen, ist durch eine Nachricht am unteren Ende der Website, oft in kleinen Buchstaben, ähnlich wie folgt : Diese Website hat keinerlei Verbindung mit dem Inhaber dieses Softwareprogramms und bietet NUR einen Link zum Softwareprogramm.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Eine Möglichkeit betrügerische Angebote zu erkennen, ist folgender Verweis am unteren Ende einer Website : Diese Website steht in keiner Verbindung mit dem Anbieter dieses Software-Programms. Sie stellt NUR eine Verbindung zum Software-Programm selbst zur Verfügung.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
964,"– Mr President , I am obliged to my fellow Members , and should like to pass on some of this great praise to my collaborators .",Herr Präsident ! Ich bedanke mich bei den Kolleginnen und Kollegen und gebe von diesem vielen Lob gerne etwas an meine Mitarbeiter weiter .,to pass on,das zeitliche segnen,"translate to german: – Mr President , I am obliged to my fellow Members , and should like to pass on some of this great praise to my collaborators .","<pad> – Herr Präsident, ich danke meinen Kolleginnen und Kollegen und möchte meinen Kolleginnen und Kollegen einiges von diesem großen Lob übermitteln.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",<pad> – Herr Präsident! Ich bin den Kolleginnen und Kollegen dankbar und möchte einige dieser großen Anerkennung an meine Kollegen weitergeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
965,Islands habits and customs : each culture has its specificities and it can be useful to know what to do and what not to do in the various islands .,"Us et coutumes des îles : chaque culture a ses spécificités et il peut s &apos; avérer utile de connaître les choses à faire ou celles à ne pas faire , dans telle ou telle île .",to be in the know,im bild / bilde sein,translate to german: Islands habits and customs : each culture has its specificities and it can be useful to know what to do and what not to do in the various islands .,"<pad> Inselgewohnheiten und -bräuche : Jede Kultur hat ihre Besonderheiten und es kann nützlich sein, zu wissen, was in den verschiedenen Inseln zu tun ist und was nicht.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Gewohnheiten und Gepflogenheiten der Inseln : Jede Kultur weist ihre Besonderheiten auf, und es kann nützlich sein, zu wissen, was man tun und was man nicht tun kann, in den einzelnen Inseln.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
966,"In a nutshell , this is not about moralising but about the European Union making an effective contribution to resolving this problem in Afghanistan .","Kurz gesagt , es geht hierbei nicht darum , zu moralisieren , sondern darum , dass die Europäische Union einen wirksamen Beitrag zur Lösung dieses Problems in Afghanistan leistet .",in a nutshell,in knappen worten,"translate to german: In a nutshell , this is not about moralising but about the European Union making an effective contribution to resolving this problem in Afghanistan .","<pad> Kurz gesagt geht es hier nicht um Moralisierung, sondern darum, dass die Europäische Union einen wirksamen Beitrag zur Lösung dieses Problems in Afghanistan leistet.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Kurz gesagt, es geht hierbei nicht darum, zu moralisieren, sondern darum, dass die Europäische Union einen wirksamen Beitrag zur Lösung dieses Problems in Afghanistan leistet.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
967,"At Cactus we &apos;re serious about languages , and keen to pass on our language learning knowledge .","Wir bei Cactus nehmen Sprachen ernst ! Es ist uns wichtig , unsere Kenntnisse ueber den Sprachenerwerb weiterzugeben .",to pass on,das zeitliche segnen,"translate to german: At Cactus we &apos;re serious about languages , and keen to pass on our language learning knowledge .",<pad> Wir bei Cactus sind ernst mit den Sprachen und möchten unsere Sprachkenntnisse weitergeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,"<pad> Bei Cactus nehmen Sprachen ernst. Es ist uns wichtig, unsere Kenntnisse ueber den Sprachenerwerb weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
968,"That is why a body like the European Parliament is duty-bound to pass on and lend powerful support to a number of initiatives , such as cancelling the debt of poor countries , increasing and improving public development aid , instituting a global tax , reforming international trade rules , combating tax evasion and tax havens and defending public services .","Aus diesem Grund muss sich eine Instanz wie das Europäische Parlament um die Verbreitung und Förderung einiger zentraler Zielsetzungen bemühen , wie beispielsweise den Schuldenerlass für arme Länder , die Erhöhung und Verbesserung der öffentlichen Entwicklungshilfe , die Einführung einer internationalen Steuer , die Reform der Regeln für den internationalen Handel , die Bekämpfung von Steuerflucht und Steuerparadiesen , den Schutz der öffentlichen Dienstleistungen .",to pass on,das zeitliche segnen,"translate to german: That is why a body like the European Parliament is duty-bound to pass on and lend powerful support to a number of initiatives , such as cancelling the debt of poor countries , increasing and improving public development aid , instituting a global tax , reforming international trade rules , combating tax evasion and tax havens and defending public services .","<pad> Deshalb ist ein Gremium wie das Europäische Parlament verpflichtet, eine Reihe von Initiativen weiterzugeben und wirksam zu unterstützen, wie etwa die Schuldenerlassung armer Länder, die Erhöhung und Verbesserung der öffentlichen Entwicklungshilfe, die Einführung einer globalen Steuer, die Reform der internationalen Handelsregeln, die Bekämpfung von Steuerhinterziehung und Steueroasen und die Verteidigung öffentlicher Dienstleistungen.</s>","<pad> Aus diesem Grund muss sich eine Instanz wie das Europäische Parlament um die Verbreitung und Förderung einiger zentraler Zielsetzungen bemühen, wie beispielsweise den Schuldenerlass für arme Länder, die Erhöhung und Verbesserung der öffentlichen Entwicklungshilfe, die Einführung einer internationalen Steuer, die Reform der Regeln für den internationalen Handel, die Bekämpfung von Steuerflucht und Steuerparadiesen, den Schutz der öffentlichen Dienstleistungen.</s> <pad> <pad> <pad> <pad>"
969,"In a nutshell , respect for prisoners &apos; dignity is increased but , at the same time , the possibility of effectively paralysing terrorist activity must remain , otherwise we would be in danger of becoming helpless .","Kurz : Die Wahrung der Menschenwürde der Inhaftierten ist sichergestellt , aber gleichzeitig müssen die Möglichkeiten einer effektiven Terrorismusbekämpfung gegeben bleiben , sonst würden wir Gefahr laufen , wehrlos zu werden .",in a nutshell,in knappen worten,"translate to german: In a nutshell , respect for prisoners &apos; dignity is increased but , at the same time , the possibility of effectively paralysing terrorist activity must remain , otherwise we would be in danger of becoming helpless .","<pad> Kurz gesagt, wird die Achtung der Gefangenen &apos;Würde gesteigert, aber gleichzeitig muss die Möglichkeit einer wirksamen Lähmung terroristischer Aktivitäten bestehen, sonst laufen wir Gefahr, hilflos zu werden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Kurz gesagt, die Wahrung der Menschenwürde der Inhaftierten ist sichergestellt, aber gleichzeitig müssen die Möglichkeiten einer effektiven Terrorismusbekämpfung gegeben bleiben, sonst würden wir Gefahr laufen, wehrlos zu werden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
970,And even though it is hard to leave the fabulous pistes – stop for refreshments and be spoilt for choice .,Auch wenn es schwer fällt die tollen Pisten etwas warten zu lassen – kehren Sie ein und lassen Sie sich verwöhnen .,to be spoilt for choice,die qual der wahl haben,translate to german: And even though it is hard to leave the fabulous pistes – stop for refreshments and be spoilt for choice .,"<pad> Und auch wenn es schwierig ist, die fabelhaften Pisten zu verlassen – stoppen Sie für Erfrischungen und lassen Sie sich für die Wahl verwöhnen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",<pad> Auch wenn es schwer fällt die tollen Pisten etwas warten zu lassen – kehren Sie ein und lassen Sie sich verwöhnen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
971,"The impact of public expenditure in a Member State is easy to pass on even to another Member State , whereas pension funds are part of the financial markets .","Die Auswirkungen , die die Staatsausgaben in einem Mitgliedstaat haben , können einfach auch auf einen anderen Mitgliedstaat übertragen werden , wohingegen Rentenfonds ein Bestandteil der Finanzmärkte sind .",to pass on,das zeitliche segnen,"translate to german: The impact of public expenditure in a Member State is easy to pass on even to another Member State , whereas pension funds are part of the financial markets .","<pad> Die Auswirkungen der öffentlichen Ausgaben in einem Mitgliedstaat sind leicht an einen anderen Mitgliedstaat weiterzugeben, während Pensionsfonds Teil der Finanzmärkte sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Die Auswirkungen, die die Staatsausgaben in einem Mitgliedstaat haben, können einfach auch auf einen anderen Mitgliedstaat übertragen werden, wohingegen Rentenfonds ein Bestandteil der Finanzmärkte sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
